Type,Name,Contact Info,Street Address,Borough,Zip Code,Days of Operation,Hours of Operation,State,Latitude,Longitude,City,Country
Food Pantry,MAKE THE ROAD NEW YORK ,718 418-7690,301 GROVE STREET,Brooklyn,11237,Friday,8-11AM,New York,40.6984666,-73.9158943,,
Soup Kitchen,BETHEL SEVENTH DAY ADVENTIST CHURCH ,718-783-3630,457 GRAND AVENUE,Brooklyn,11238,Sunday,1-2PM,New York,40.6816987,-73.9611542,,
Food Pantry,CHILD DEVELOPMENT SUPPORT CORPORATION ,718-398-2050,352-358 CLASSON AVE,Brooklyn,11238,Thursday,11AM-3PM,New York,40.691385,-73.9605155,,
Food Pantry,CHURCH OF GOD FEEDING THE HUNGRY ,718-230-5955,836 CLASSON AVE,Brooklyn,11238,Thursday,10AM-12PM,New York,40.6724372,-73.9612746,,
Food Pantry,ST. TERESA OF AVILA ,347-933-0964,560 STERLING PLACE,Brooklyn,11238,"Thursday(1,2,3,4)",8-11AM,New York,40.6737251,-73.9602188,,
FPK,JEWISH COMMUNITY COUNCIL OF CANARSIE #1,718-922-2474,1170 PENNSYLVANIA AVE,Brooklyn,11239,Wednesday,9:30-11:30AM,New York,40.6514708,-73.8858095,,
Food Pantry,SISTERS WITH PURPOSE INC ,646-460-4101,1540 VAN SICLEN AVE,Brooklyn,11239,Saturday,9-10AM(info by zip code in alpha order),New York,40.6474819,-73.877974,,
Food Pantry,FOOD SHARING WITH OUR NEIGHBORS PROGRAMS ,718-939-8599,3824 149TH STREET (FLUSHING),Queens,11354,Thursday,10AM-12PM,New York,40.7684978,-73.8173513,,
FPH, ICNA FLUSHING FOOD PANTRY ,929-329-7986,140-32 CHERRY AVENUE,Queens,11355,Wednesday,12-2PM,New York,40.7543503,-73.8216242,,
Food Pantry,SOUTH ASIAN COUNCIL FOR SOCIAL SERVICES ,718-321-7929,143-02 45TH AVENUE,Queens,11355,"Wednesday,Thursday",9:30AM-1PM,New York,40.7538276,-73.8182149,,
Food Pantry,NEW BEGINNINGS FOOD PANTRY  ,NONE PROVIDED,242-01 BRADDOCK AVENUE (BELLROSE),Queens,11357,Tuesday(2ND),10-11:30AM,New York,,,,
FPK, SAM FIELD Y ,718-704-8160,58-25 LITTLE NECK PKWY (LITTLE NECK),Queens,11362,"Monday,Wednesday,Thursday/Tuesday/Friday",9A-2P/11A-2P/9A-12P,New York,40.7681343,-73.7294547,,
FPK, CHAZAQ ,718-285-9132,141-47 72ND AVENUE (FLUSHING),Queens,11367,Tuesday,2:30-5PM,New York,,,,
FPK, KEHILAT SEPHARDIM OF AHAVAT ACHIM ,718-591-9574,150-62 78TH ROAD (FLUSHING),Queens,11367,"Monday,Wednesday/Tuesday,Thursday",11AM-1PM/10AM-1PM,New York,,,,
Food Pantry,CORONA SEVENTH DAY ADVENTIST CHURCH ,718 429-7050,35-30 103RD STREET,Queens,11368,Sunday,12-2PM,New York,40.7537948,-73.8650013,,
Soup Kitchen,CORONA SEVENTH DAY ADVENTIST CHURCH ,718-651-4534,35-30 103RD STREET,Queens,11368,Monday,9-11AM,New York,40.7537948,-73.8650013,,
Food Pantry,IGLESIA CRISTIANA EVANGELICA ,347-938-9368,3435 96TH STREET (CORONA),Queens,11368,Saturday,11AM-12PM,New York,40.7393667,-73.865931,,
Food Pantry,MT. OLIVET GOSPEL CHURCH ,718 478-0780,"33-27 97TH STREET, CORONA",Queens,11368,Wednesday,5:30-6:30PM,New York,40.7561383,-73.8708542,,
Food Pantry,NORTHEAST CONFERENCE COMMUNITY CENTER SDA ,347-527-2444,99-13 NORTHERN BLVD,Queens,11368,Tuesday(SR,ONLY)/WED 11AM-1PM/3-6PM,New York,40.7576045,-73.8689855,,
Food Pantry,BRIGADA DE ESPERANZA INC ,718-530-8638,89-07 ASTORIA BLVD,Queens,11369,Saturday,12-3PM,New York,40.7640411,-73.8797541,,
Soup Kitchen,FIRST BAPTIST CHURCH ,718 446-0200,100-10 ASTORIA BLVD (EAST ELMHURST),Queens,11369,Wednesday,12-1:45PM,New York,40.7616138,-73.8687355,,
Food Pantry,FIRST BAPTIST CHURCH OF CORONA ,718-446-0200,100-10 ASTORIA BLVD (EAST ELMHURST),Queens,11369,Saturday,12-3PM,New York,40.7616138,-73.8687355,,
Food Pantry,LOVE WINS FOOD PANTRY - MERCADITO SOLIDARIO ,347-735-6989,3763 83RD STREET - SUITE #1B (JACKSON HEIGHTS),Queens,11372,Friday(4TH),1-5PM,New York,,,,
Food Pantry,MAKE THE ROAD NEW YORK ,718-565-8500,92-10 ROOSEVELT AVENUE,Queens,11372,Wednesday,8-10AM,New York,40.7485278,-73.874226,,
Food Pantry,MUNA SOCIAL SERVICES - JACKSON HEIGHTS COMMUNITY FOOD BANK ,212-920-6202,35-35 71ST STREET (JACKSON HEIGHTS),Queens,11372,"Thursday(1,3)",2-3PM,New York,40.7496657,-73.8944345,,
Food Pantry,ST. MARK AME CHURCH/THE VOICE OF HAGAR ,718-205-0506,95-18 NORTHERN BLVD,Queens,11372,"Tuesday(1,2,3,4)",12-2:45PM,New York,,,,
Food Pantry,THE SALVATION ARMY QUEENS TEMPLE CORP ,718 335-3693,86-07 35TH AVENUE,Queens,11372,Monday-Friday,11:30AM-1PM,New York,40.752484,-73.8803015,,
Soup Kitchen,THE SALVATION ARMY QUEENS TEMPLE CORP ,718 335-3693,86-07 35TH AVENUE,Queens,11372,Thursday,10-11AM,New York,40.752484,-73.8803015,,
Food Pantry,BETHANY PANTRY ,917-533-1679,48-08 91ST PLACE (ELMHURST),Queens,11373,Saturday,9-10AM,New York,40.741415,-73.8730622,,
Food Pantry,EVANGELICAL CHURCH CHRIST IS THE LIGHT ,718-592-2701,89-16 48TH AVENUE (ELMHURST),Queens,11373,Friday,9-11AM,New York,40.7410665,-73.8748601,,
Food Pantry,MINISTERIO LA LUZ DE LA ESPERANZA PARA LAS NACIONES DE JESUCRISTO ,631-336-0572,79-01 BROADWAY (ELMHURST),Queens,11373,Thursday,5-7PM,New York,40.7447747,-73.8856505,,
FPK, ESTHER GRUNBLATT-CENTRAL QUEENS Y ,718-704-8160,67-09 108TH STREET,Queens,11375,"Monday,Wednesday/Tuesday,Thursday/Sunday",9A-2P&3:30-6:30P/9A-2P/10A-1:30P,New York,40.7286758,-73.8472015,,
Food Pantry,FOREST HILLS SENIORS CENTER ,929-349-9740,108-25 62ND DRIVE,Queens,11375,Thursday,8:30-10:30AM,New York,40.7361611,-73.8501495,,
FPK, MASBIA OF QUEENS ,718-534-7321,105-47 64TH ROAD,Queens,11375,Monday-Thursday/FR/Sunday,11A-7P/10A-2P/3-7P,New York,40.7314406,-73.8520738,,
SKK, MASBIA OF QUEENS ,718-534-7321,105-47 64TH ROAD,Queens,11375,Sunday,- THUR 3-7PM(info by zip code in alpha order),New York,40.7314406,-73.8520738,,
FPK, QUEENS JEWISH COMMUNITY COUNCIL ,718-544-9033,119-45 UNION TURNPIKE (FOREST HILLS),Queens,11375,Monday-Thursday,11AM-2PM,New York,40.7139988,-73.8323331,,
FPH,AAIDS CENTER OF QUEENS COUNTY ,718-472-9400,62-07 WOODSIDE AVENUE - LOBBY,Queens,11377,Tuesday,10AM-12PM,New York,,,,
Food Pantry,BVM/ST. MARY'S CHURCH WINFIELD ,718-672-4848,70-31 48TH AVE (WOODSIDE),Queens,11377,Thursday,9:30AM-12PM,New York,40.7386418,-73.8925311,,
Food Pantry,CORPUS CHRISTI FOOD PANTRY ,718-721-2774,31-30 61ST STREET,Queens,11377,Wednesday,9-10:30AM,New York,40.7564755,-73.90192,,
Food Pantry,SAINT TERESA CHURCH - SAINT VINCENT DePAUL SOCIETY ,718 784-2123,50-20 45TH STREET (WOODSIDE),Queens,11377,Tuesday,4-5:30PM,New York,40.7370101,-73.9211612,,
Food Pantry,YESHUA WORLDWIDE MINISTRIES FOOD PANTRY ,347-507-1689,7911 CALDWELL AVENUE (MIDDLE VILLAGE),Queens,11379,"Thursday,Saturday",10AM-1PM,New York,40.7253777,-73.8752499,,
Food Pantry,AGAPE CHRISTIAN CENTER ,718-635-0674,59-02 SUMMERFIELD ST. RIDGEWOOD,Queens,11385,Saturday,10-11:30AM,New York,40.6992109,-73.897699,,
Food Pantry,COMMUNITY ALLIANCE INITIATIVE ,718-305-4888,60-85 MYRTLE AVENUE,Queens,11385,Friday(1),10AM -12PM,New York,40.7009403,-73.8952766,,
Food Pantry,MOUNT MORIAH SEVENTH DAY ADVENTIST CHURCH FP ,347-217-4988,1834 DECATUR STREET (RIDGEWOOD),Queens,11385,"Saturday(1,3)",8:30-9:30AM,New York,40.6981173,-73.897558,,
Food Pantry,THE LEGACY CENTER COMMUNITY DEVELOPMENT CORP ,718-456-4852,71-02 CYPRESS HILL STREET (GLENDALE),Queens,11385,Thursday,9AM-1PM,New York,,,,
Food Pantry,WOODBINE ,646-824-6064,585 WOODWARD AVENUE (RIDGEWOOD),Queens,11385,"Monday,Wednesday",9:30-10AM,New York,40.7065232,-73.9079994,,
Food Pantry,MORIAH CITY COMMUNITY FOOD PANTRY ,718-276-1908,206-14 LINDEN BLVD (CAMBRIA HEIGHTS),Queens,11411,Wednesday,3-5PM,New York,40.6961279,-73.7455187,,
Food Pantry,RCA CAMBRIA HEIGHTS COMMUNITY CHURCH FP ,718-528-2138,116-12 220 STREET (CAMBRIA HEIGHTS),Queens,11411,Saturday(4TH),9-11AM,New York,,,,
Food Pantry,"FIRST CHURCH OF GOD IN CHRIST, INC. ",718 712-4831,187-10 BAISLEY BLVD,Queens,11412,Wednesday,12-3PM,New York,40.690305,-73.7630095,,
Food Pantry,FRESH ANOINTING INTERNATIONAL CHARITIES ,917-665-024,182-10 LIBERTY AVENUE,Queens,11412,Thursday,12-3PM,New York,40.7051258,-73.7770845,,
Food Pantry,GOSPEL ASSEMBLY - QUEENS ,718-454-0192,109-14 FARMERS BLVD,Queens,11412,Wednesday-Saturday,10AM -12PM,New York,40.7035623,-73.7669431,,
Food Pantry,"IN THE BEGINNING OUTREACH, INC ",516-303-5202,189-13 LIBERTY AVENUE (ST. ALBANS),Queens,11412,Wednesday,12:30-2PM,New York,40.703344,-73.7672199,,
Food Pantry,MAJORITY COMMUNITY OUTREACH ,718-528-6690,115-21 FARMERS BLVD,Queens,11412,Thursday,9-11AM,New York,,,,
Food Pantry,SECOND CHANCE AGAPE WORSHIP CENTER ,917-416-3697,200-12 HOLLIS AVENUE,Queens,11412,Thursday,12-2PM,New York,40.7059958,-73.7571543,,
Food Pantry,ST. ALBANS BAPTIST CHURCH ,718-723-8005,196-20 119TH AVENUE (ST. ALBANS),Queens,11412,"Saturday(1,3)",10AM-12PM,New York,,,,
Food Pantry,WE CARE PANTRY ,718-774-7041,201-14 HOLLIS AVENUE,Queens,11412,"Saturday(2,4)",10:30AM-12:30PM,New York,40.7061562,-73.7559904,,
Food Pantry,WORSHIP CHRISTIAN CENTER INC ,631-482-0758,113-16 FARMERS BLVD,Queens,11412,"Friday,Saturday",10AM-1PM,New York,,,,
Food Pantry,"HOLY TEMPLE CHURCH, INC ",718-276-2900,136-25 SPRINGFIELD BLVD,Queens,11413,Saturday,11AM-12PM,New York,40.6771016,-73.7550854,,
Food Pantry,JAMAICA QUEENS WESLEYAN CHURCH PANTRY ,718-712-0335,134-49 228TH STREET (LAURELTON),Queens,11413,Saturday,12-1:30PM,New York,40.671959,-73.7450677,,
Food Pantry,LEBANON SEVENTH DAY ADVENTIST CHURCH ,718-525-4630,131-72 223RD STREET,Queens,11413,Thursday,5-7PM,New York,40.67986,-73.7458708,,
Food Pantry,LINDEN SEVENTH DAY ADVENTIST CHURCH COMMUNITY SERVICES ,718-527-4072,228-20 137TH AVENUE,Queens,11413,Sunday,10AM-12PM,New York,40.6728926,-73.7439363,,
Food Pantry,ONE WAY CHURCH OF CHRIST ,718 525-4260,216-11 MERRICK BLVD.,Queens,11413,Saturday,10AM-1PM,New York,40.6802594,-73.7522484,,
FPV,VFW #5298,516-582-5426,143-17 SPRINGFIELD BLVD,Queens,11413,Wednesday,2-5PM(info by zip code in alpha order),New York,40.6680942,-73.7566057,,
Food Pantry,OUR LADY OF GRACE MINISTRY ,718-845-6635,158-10 101ST ST.- HOWARD BEACH,Queens,11414,Tuesday,10:30AM-12PM,New York,40.6609784,-73.8328876,,
FPK, PROJECT L.E.A.D. ,718-495-6210,85-12 126TH STREET (KEW GARDENS),Queens,11415,Sunday,7:30-9:30AM,New York,40.7068446,-73.8259445,,
Food Pantry,THE OZONE PARK PANTRY ,646-851-0885,83-10 ROCKAWAY BLVD (OZONE PARK),Queens,11416,Saturday,10:30AM - 1PM,New York,40.681635,-73.8484432,,
FPH, MUNA SOCIAL SERVICE BAITUN NOOR MASJID ,212-920-6202,88-19 LIBERTY AVENUE (OZONE PARK),Queens,11417,"Thursday(1,3)",4-5PM,New York,40.6801434,-73.8499547,,
FPH, ZION TABERNACLE F.B.H. CHURCH ,718-717-9993,105-01 107 AVENUE (OZONE PARK),Queens,11417,Tuesday,1-3PM,New York,,,,
Food Pantry,CALVARY'S MISSION ,718 849-0311,102-16 89TH AVENUE (RICHMOND HILL),Queens,11418,Saturday,9-10AM,New York,40.6970017,-73.8307561,,
Food Pantry,ELOHIM CHRISTIAN CHURCH FOOD PANTRY ,917-916-3066,"87-47 111TH STREET, RICHMOND HILLS",Queens,11418,Friday,7-9AM,New York,,,,
Food Pantry,HOLY CHILD JESUS FOOD PANTRY ,718-847-1860,112-06 86TH AVENUE (RICHMOND HILL),Queens,11418,"Monday,",THUR 10AM-12PM,New York,40.698874,-73.8368659,,
Food Pantry,RIVER FUND ,718-442-1125,89-11 LEFFERTS BLVD (RICHMOND HILL),Queens,11418,"Wednesday,Saturday",9-11:30AM,New York,40.6969949,-73.8291302,,
Food Pantry,FAITH ASSEMBLY COMMUNITY OUTREACH ,718-849-5277,120-13 101ST AVENUE,Queens,11419,Saturday(4),10AM-12PM,New York,40.6905027,-73.8245296,,
Food Pantry,DELIVERANCE TEMPLE CHURCH OF JESUS CHRIST ,718 529-1993,134-10 ROCKAWAY BLVD SO. OZONE PARK,Queens,11420,Tuesday,5:30-6:30PM,New York,,,,
Food Pantry,LEVITICUS CHURCH ,718 322-1095,114-12 VAN WYCK EXPRESSWAY,Queens,11420,Wednesday/Saturday,1-2PM/12-1PM,New York,40.6823264,-73.806278,,
Food Pantry,ST. TERESA OF AVILA COMMUNITY SERVICES ,718-529-3587,129-04 109TH AVENUE,Queens,11420,"Monday,Thursday",9-10:30AM,New York,40.6847989,-73.8137884,,
Food Pantry,ST. PETERS - YVONNE GITTENS FOOD ,718-360-7650,137-28 244TH STREET,Queens,11422,Saturday,11-1PM,New York,40.6677644,-73.7333995,,
FPV, TAURUS ASSOCIATES INC. ,718-526-2177,240-08 135TH AVENUE,Queens,11422,Wednesday,3-5PM,New York,40.6709921,-73.7309253,,
Food Pantry,BERACA SEVENTH DAY ADVENTIST CHURCH ,718 740-1916,91-19 191 STREET,Queens,11423,Wednesday,9:30AM-12PM,New York,,,,
Food Pantry,HOLLIS COMMUNITY CHRISTIAN CENTER ,347-626-7996,191-22 JAMAICA AVENUE,Queens,11423,Saturday,10AM-12PM,New York,40.7126605,-73.7678676,,
Food Pantry,JESUS IS THE ANSWER - J.I.T.A. COMMUNITY OUTREACH ,718-908-6303,205-11 JAMAICA AVENUE,Queens,11423,Saturday,1-3PM,New York,40.7139481,-73.7546767,,
FPH, MUNA SOCIAL SERVICE MASJID AR-RAYYAN ,212-920-6202,196-43 FOOTHILL AVENUE (HOLLIS),Queens,11423,"Wednesday(1,3)",2-3PM,New York,40.7188006,-73.7667494,,
Food Pantry,MOUNT SINAI SEVENTH DAY ADVENTIST CHURCH ,718-465-1784,217-10 93RD AVENUE,Queens,11428,Wednesday,5-7PM,New York,40.717462,-73.7528502,,
Food Pantry,DIVINE FOOD PANTRY ,516-415-1192,215-31 99TH AVENUE (QUEEN VILLAGE),Queens,11429,"Friday(1,3)",5-7:30PM,New York,,,,
Food Pantry,HOLLIS AVENUE CONGREGATIONAL CHURCH ,718 468-1498,"211-04 HOLLIS AVE., QUEENS VILLAGE",Queens,11429,Tuesday,8-11AM,New York,,,,
Food Pantry,HOPE RESTORATION MINISTRIES ,718-217-4799,101-01 SPRINGFIELD BLVD (QUEENS VILLAGE),Queens,11429,Saturday(LAST),2-4PM,New York,40.7247335,-73.7392884,,
Food Pantry,QUEENSBORO TEMPLE SEVENTH DAY ADVENTIST CHURCH ,718-776-8538,96-50 222ND STREET,Queens,11429,Wednesday,1-4PM,New York,40.7072996,-73.7343053,,
FPV," VETS INC, HOLLIS GARDENS ",646-261-1973,202-14 HOLLIS AVENUE,Queens,11429,Thursday,3-5PM,New York,40.7062401,-73.7549813,,
FPH,AAIDS CENTER OF QUEENS COUNTY ,718 896-2500,161-21 JAMAICA AVE - 6TH FLOOR,Queens,11432,Thursday,8:30-9:30AM,New York,,,,
Food Pantry,ALL MY CHILDREN ,718-825-2566,175-44 MAYFIELD ROAD,Queens,11432,Tuesday,11AM-1PM,New York,40.7167659,-73.7893722,,
Food Pantry,FIRST PRESBYTERIAN CHURCH OF JAMAICA ,718 526-4775,89-60 164TH STREET,Queens,11432,"Tuesday(1,2,3,4)/Saturday(4)",10AM-12PM/9-11AM(info by zip code in alpha order),New York,40.7057744,-73.7966752,,
Soup Kitchen,FIRST PRESBYTERIAN CHURCH OF JAMAICA ,718 526-4775,89-60 164TH STREET,Queens,11432,Wednesday,5:30-6:30PM,New York,40.7057744,-73.7966752,,
Food Pantry,FIRST UNITED METHODIST CHURCH OF JAMAICA ,718 739-2269,162-10 HIGHLAND AVENUE,Queens,11432,Monday,8:30-9:30AM,New York,40.7097817,-73.8001953,,
Food Pantry,JAMAICA HISPANIC SEVENTH DAY ADVENTIST CHURCH ,718-736-5291,88-28 161 STREET,Queens,11432,Sunday,8-9AM,New York,,,,
Food Pantry,JAMAICA SEVENTH DAY ADVENTIST CHURCH ,718 658-9784,88-28 163 STREET,Queens,11432,Sunday,9:30-11:30AM,New York,,,,
FPH, MASJID OMAR ABDEL AZIZ ,718-541-8485,8829 161ST STREET,Queens,11432,Wednesday(3RD),3-5PM,New York,40.7149045,-73.8045869,,
Food Pantry,ST. NICHOLAS OF TOLENTINE CHURCH- F.P. ,718 969-3226,150-75 GOETHALS AVENUE,Queens,11432,Thursday,9AM-12PM,New York,40.7185617,-73.8096659,,
Food Pantry,TABERNACLE OF PRAYER ,718 657-4210,90-07 MERRICK BLVD,Queens,11432,Wednesday,10-11:30AM,New York,40.7068208,-73.7943209,,
Food Pantry,THE SALVATION ARMY JAMAICA CITADEL CORPS ,718 297-4860,90-23 161ST STREET,Queens,11432,"Tuesday,Thursday",10AM-1PM,New York,40.7048629,-73.7986913,,
Soup Kitchen,THE SALVATION ARMY JAMAICA CITADEL CORPS ,718 297-4860,90-23 161ST STREET,Queens,11432,Monday-Wednesday,12PM-1PM,New York,40.7048629,-73.7986913,,
Food Pantry,ALLEN OUTREACH MINISTRY FEEDING PROGRAM ,718 526-3510,110-31 MERRICK BLVD,Queens,11433,Monday/Thursday,3-5PM/11AM-1PM,New York,40.6950188,-73.781392,,
Food Pantry,BETHANY BAPTIST CHURCH OF JAMAICA ,718 659-6099,157-11 111TH AVE,Queens,11433,"Tuesday,Wednesday",11AM-2PM,New York,40.6903541,-73.7916974,,
Food Pantry,BETHEL GOSPEL TABERNACLE CHURCH ,718-291-2676,110-25 GUY R. BREWER BLVD.,Queens,11433,Wednesday,9:30-11AM,New York,40.6927441,-73.7881064,,
Soup Kitchen,BETHEL GOSPEL TABERNACLE CHURCH ,718-291-2676,110-25 GUY R. BREWER BLVD.,Queens,11433,"Tuesday,Friday",12-2PM,New York,40.6927441,-73.7881064,,
Food Pantry,COMMUNITY CHURCH OF CHRIST FOOD PANTRY ,718-523-2612,167-04 108TH AVENUE,Queens,11433,Wednesday,1-3PM,New York,40.697964,-73.7875683,,
Food Pantry,MACEDONIA AME CHURCH ,718 353-5870,106-16 GUY R. BREWER BLVD,Queens,11433,Monday/Tuesday,7AM-3PM/7AM-1PM,New York,40.699253,-73.7935957,,
Soup Kitchen,MACEDONIA AME CHURCH ,718 353-5870,106-16 GUY R. BREWER BLVD,Queens,11433,Tuesday,10AM-12PM,New York,40.699253,-73.7935957,,
Food Pantry,"THE HARDING FORD VISION, INC ",347-661-7382,"157-22 TUSKEGEE AIRMEN WAY, JAMAICA",Queens,11433,Wednesday/Saturday,10AM-12PM/2-4PM,New York,40.6981465,-73.7970558,,
Food Pantry,CHRIST CHURCH INTERNATIONAL JOSEPH'S HOUSE ,718-276-2799,122-20 MERRILL STREET,Queens,11434,"Saturday(2,4)",10AM-12PM,New York,,,,
Food Pantry,MARANATHA FRENCH SEVENTH DAY ADVENTIST CHURCH ,718-297-8797,173-04 LINDEN BLVD,Queens,11434,Sunday,10AM-12PM,New York,40.6919551,-73.7768611,,
Food Pantry,MINISTRY TOOLS INC ,718-529-0005,170-20 140TH AVE,Queens,11434,Thursday,4-6PM,New York,40.6707806,-73.7731016,,
Food Pantry,MORE THAN CONQUERORS GLOBAL MINISTRIES INC ,718-528-3334,153-56 ROCKAWAY BLVD,Queens,11434,Saturday,2-4PM,New York,40.6691749,-73.7824991,,
Food Pantry,NATIONAL SORORITY OF PHI DELTA KAPPA ,718-723-1119,117-08 MERRICK BLVD,Queens,11434,Thursday,11AM-1PM,New York,40.6866435,-73.7747603,,
Food Pantry,SINGH FAMILY CHARITY INC ,718-480-6700,121-13 SUTPHIN BLVD,Queens,11434,Saturday,8-10AM,New York,40.6769568,-73.790531,,
Food Pantry,BLANCHE MEMORIAL CHURCH ,718 658-2458,109-74 SUTPHIN BLVD,Queens,11435,Tuesday,9-10AM,New York,40.690006,-73.7971059,,
Food Pantry,"CHRIST APOSTOLIC CHURCH OF AMERICA, INC ",718-658-8981,108-02 SUTPHIN BLVD,Queens,11435,Saturday,9AM-1PM,New York,40.6928137,-73.7995689,,
FPH, ICNA RELIEF USA ,718-658-7028,8791 144TH STREET,Queens,11435,Thursday,11AM-1PM,New York,,,,
Food Pantry,MORRIS BROWN HELPING HAND FOOD PROGRAM ,718 322-7596,145-03 ROCKAWAY BLVD (SO. OZONE PARK),Queens,11436,Wednesday,10AM-12PM,New York,,,,
Food Pantry,SOUTH OZONE PARK SEVENTH DAY ADVENTIST CHURCH ,718-322-9210,120-12 140TH STREET,Queens,11436,Wednesday,12-2PM,New York,40.6756144,-73.8011478,,
Food Pantry,UNION UNITED FOOD PANTRY ,718-529-3691,126-22 150TH STREET,Queens,11436,Friday(3),12-3PM(info by zip code in alpha order),New York,40.6723679,-73.788663,,
FPH, MUNA SOCIAL SERVICE SOUTH JAMAICA ,212-920-6202,164-38 108TH AVENUE,Queens,11453,"Wednesday(1,3)",4-5PM,New York,40.6972936,-73.7890422,,
FPH,AAIDS CENTER OF QUEENS COUNTY ,718 868-8645,1600 CENTRAL AVENUE - 3RD FLOOR (FAR ROCKAWAY),Queens,11691,Friday,9:30-10:30AM,New York,,,,
Food Pantry,FIRST PRESBYTERIAN RUSSELL SAGE MEMORIAL CHURCH OF FAR ROCKAWAY ,718 327-2440,896 CENTRAL AVENUE (FAR ROCKAWAY),Queens,11691,Saturday,9-10:30AM,New York,40.609115,-73.747036,,
Food Pantry,J.U.S.T.I.C.E. ORGANIZATION/JESUS IS JUSTICE MISSION INC. ,718-772-7951,223 BEACH 28TH STREET (FAR ROCKAWAY),Queens,11691,Wednesday,12-2PM,New York,40.5955881,-73.7614267,,
FPK, JEWISH COMMUNITY COUNCIL OF THE ROCKAWAY PENINSULA ,718 327-6060,1525 CENTRAL AVE,Queens,11691,"Tuesday,Thursday",9:30AM - 1:30PM,New York,,,,
Food Pantry,QUEENS DEFENDERS NOT FOR PROFIT ,347-727-7125,1922 MOTT AVENUE (FAR ROCKAWAY),Queens,11691,Wednesday,12-1PM,New York,40.6017486,-73.7485038,,
Food Pantry,SOLID ROCK SEVENTH DAY ADVENTIST CHURCH ,718-474-9306,5205 ROCKAWAY BEACH BLVD,Queens,11691,Wednesday,10-11AM,New York,40.5935739,-73.7768388,,
Food Pantry,ST. MARY STAR OF THE SEA ,718 327-1133,19-20 NEW HAVEN AVENUE,Queens,11691,"Tuesday,Friday(1,3,5)/(2,4)",1-3PM/1-3:30PM,New York,40.6007468,-73.7527179,,
Food Pantry,UNITED METHODIST CENTER IN FAR ROCKAWAY ,718 327-5071,1032 BEACH 19TH STREET (NEAR MOTT AVE),Queens,11691,"Tuesday,Thursday",9:30-11AM,New York,,,,
Soup Kitchen,UNITED METHODIST CENTER IN FAR ROCKAWAY ,718 327-5071,1032 BEACH 19TH STREET (NEAR MOTT AVE),Queens,11691,Monday-Friday,12-1PM & 4:30-5:30PM,New York,,,,
Food Pantry,BETHEL AME CHURCH/BETHEL ARVERNE COMM. ,516-503-9715,215 BEACH 77TH STREET,Queens,11692,Thursday,11AM-1PM,New York,40.5888242,-73.804631,,
Community Fridge,In Our Hearts NYC,@iohnyc,,,,,,NY,,,Manhattan,USA
Community Fridge,The NYU freedge,,6 MetroTech Center,,11201,,,New York,,,Manhattan,United States
Community Fridge,Fort Greene Community Fridge,"@fgcommunityfridge, FGCommunityFridge@gmail.com",357 Myrtle Ave,,11205,,,NY,40.6933215,-73.971744,Brooklyn,United States
Community Fridge,Greenpoint Fridge,@greenpointfridge,17 Nassau Ave,,11222,,,NY,40.7227979,-73.9540539,Brooklyn,United States
Community Fridge,Playground Coffee Shop Community Fridge,,1114 Bedford Ave,,11216,,,NY,40.686602,-73.9548099,Brooklyn,United States
Community Fridge,Astoria,@astoriafridge,801 Astoria Boulevard,,11102,,,NY,,,Queens,United States
Community Fridge,Bronx,,1 bedford park blvd ,,10468,,,NY,40.8734189,-73.8891388,The Bronx,United States
Community Fridge,Playground Youth Community Fridge,,73 Washington ave,,11205,,,NY,40.6965203,-73.9672083,Brooklyn,United States
Community Fridge,Crown Heights,,711 Franklin Ave,,11238,,,NY,40.674268,-73.956556,Brooklyn,United States
Community Fridge,Washington Heights,,4672 Broadway 10040,,10040,,,NY,,,Manhattan,United States
Community Fridge,Bushwick Community Fridge,,190 Knickerbocker Ave,,11237,,,NY,40.703637,-73.9272235,Brooklyn,United States
Community Fridge,Harlem Free Community Fridge,@sadeinharlem,352 W 116th Street ,,10026,,,NY,40.8049571,-73.9570766,Manhattan,United States
Community Fridge,Prospect Lefferts Gardens Community Fridge,"@universecityNYC, @flatbushfriendlyfridge",1110 Nostrand Ave,,11225,,,NY,40.6606259,-73.9508221,Brooklyn,United States
Community Fridge,Brownsville Community Fridge,,"234 Glenmore Ave, Brownsville",,11207,,,NY,40.6718207,-73.9052202,Brooklyn,United States
Community Fridge,Bedstuy Community Fridge,,133 Van Buren Street,,11221,,,NY,40.6905352,-73.9406759,Brooklyn,United States
Community Fridge,Crown Heights Community Fridge,@bergencommunityfridge,1144 Bergen Ave,,11216,,,NY,40.6278356,-73.914603,Brooklyn,United States
Community Fridge,Kingsbridge Community Fridge,,8 W Kingsbridge Rd,,10468,,,NY,40.8674246,-73.89801,The Bronx,United States
Community Fridge,The Barrio Fridge,@thebarriofridge,339 E 108th Streer,,10029,,,NY,,,Manhattan,United States
Community Fridge,The Friendly Fridge BX,"@thefriendlyfridge, @thefriendlyfridgebx",5977 Broadway,,10471,,,NY,40.8897501,-73.8985352,The Bronx,United States
Community Fridge,Abrons Art Center Fridge,,466 Grand St,,90008,,,NY,,,Manhattan,United States
Community Fridge,Southside Community Fridge,@southsidecommunityfridge,124 South 3rd Street,,11249,,,NY,40.7124693,-73.9628461,Brooklyn,United States
Community Fridge,Astoria Mini Fridge,@astoria.minifridge,2317 24th Ave,,11102,,,NY,40.7748013,-73.9189534,Queens,United States
